,Job_Title,Company_Website,Seniority Level,Employment Type,Job Function,Industry Type,Selected Role Daily Task
246,Data Scientist,https://in.linkedin.com/company/latinum-hr-solutions-pvt-ltd,Associate,Full-time,Engineering,Staffing and Recruiting,"Data Scientist job in Pune requires 5-7 years of experience in data science, proficiency in Python and ML packages, and knowledge of advanced mathematics, statistics, and machine learning."
247,Python Development,https://in.linkedin.com/company/algobulls,Entry level,Internship,Other,Financial Services,"Python Intern develops, tests, and maintains code, collaborates with teams, ensures scalability, and stays updated on industry trends."
248,Advanced Data Scientist,https://www.linkedin.com/company/honeywell,Entry level,Full-time,Engineering and Information Technology,"Appliances, Electrical, and Electronics Manufacturing","Honeywell seeks AI Engineer to develop generative AI models, optimize performance, and integrate them into products and services."
249,Data Scientist,https://in.linkedin.com/company/e-junkie,Entry level,Full-time,"Information Technology, Analyst, and Engineering","Software Development, IT Services and IT Consulting, and Technology, Information and Internet","E-Junkie seeks a Data Science Manager to lead a team, ensure data quality, build analytic systems, and align projects with organizational goals."
250,Software engineer machine learning,https://uk.linkedin.com/company/antal-international,Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,"Machine Learning Engineer role involves developing and deploying ML solutions, collaborating with cross-functional teams, and creating data-driven models."
251,Data Scientist,https://in.linkedin.com/company/kaleidofin,Associate,Full-time,Engineering and Information Technology,Financial Services,"Data scientist role requires 2-4 years of experience, technical degree, and proficiency in statistical modeling, machine learning, and programming languages."
252,"Senior, Data Scientist",https://in.linkedin.com/company/walmartglobaltechindia,Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,Walmart Global Tech seeks a Senior Data Scientist to develop and implement business solutions using advanced analytics and machine learning.
253,Crypto Data Scientist (India Remote),https://www.linkedin.com/company/tokenmetrics,Not Applicable,Full-time,Engineering and Information Technology,"Transportation, Logistics, Supply Chain and Storage",Token Metrics seeks a skilled machine learning engineer to optimize AI software and enhance predictive automation capabilities.
254,Python Developer Trainee/Intern,https://in.linkedin.com/company/razormet,Entry level,Full-time,Engineering and Information Technology,Software Development,"Python developer role involves coding, testing, integrating, and coordinating with teams to build scalable applications."
255,Data Scientist,https://in.linkedin.com/company/essenware-private-limited,Entry level,Full-time,Other,IT Services and IT Consulting,"Data scientist role seeks proficiency in programming, statistics, data wrangling, visualization, and machine learning, with a background in computer science or engineering."
256,Senior Data Scientist,https://www.linkedin.com/company/foundation-ai,Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,"AI/ML Engineer with expertise in NLP, Deep Learning frameworks, and ML/DL model building at scale."
257,"Senior Data Scientist, R&D",https://www.linkedin.com/company/pulsepoint,Mid-Senior level,Full-time,Engineering and Information Technology,Advertising Services,PulsePoint uses real-time healthcare data to transform healthcare marketing and decision-making.
258,Data Scientist,https://www.linkedin.com/company/kanini,Entry level,Full-time,Engineering and Information Technology,Software Development,"KANINI seeks a skilled Data Scientist to develop and deploy scalable AI/ML solutions using Python, R, AWS, and more."
259,Assistant Manager - Data Scientist-ANA003067,https://www.linkedin.com/company/genpact,Associate,Full-time,Information Technology,Business Consulting and Services, solusi
260,Specialist I - Data Science,https://www.linkedin.com/company/ustglobal,Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"Data Analyst role requires proficiency in data-driven solutions, statistical analysis, machine learning, and programming to extract insights from large datasets."
261,Data Scientist - SQL/Python,https://in.linkedin.com/company/response-informatics-ltd,Entry level,Full-time,Information Technology,"Data Infrastructure and Analytics, Technology, Information and Internet, and Software Development","Healthcare Data Scientist: Requires proficiency in SQL, Python, advanced Excel, ML algorithms, and cloud platforms. Minimum 6+ years of data science experience, preferably in healthcare."
262,Data Scientist,https://www.linkedin.com/company/srinsoft-technologies,Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,"3-5 years experienced Machine Learning Engineer with expertise in algorithms, big data, and predictive modeling."
263,Service now developer,https://au.linkedin.com/company/manvision-consulting,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"Required skills: Inbound actions client scripts, UI Policies, Business rules, UI actions, Import sets, Transform Maps, Notifications, script Includes, Flow designer, Agile methodology, SOAP or REST Integrations, Root cause analysis, Scripting, ITSM, Service Catalog, Knowledge, Incident, Change Problem, GRC, ITOM, ITBM."
264,Full Stack data scientist,https://in.linkedin.com/company/talent-integrators,Mid-Senior level,Full-time,Engineering and Information Technology,Motor Vehicle Manufacturing,"Full-stack data scientist role requiring 4-6 years of experience, proficiency in Python, data science techniques, machine learning, and cloud platforms."
265,Head of Data Science,https://in.linkedin.com/company/talentiser-labs---jobick,Director,Full-time,Information Technology and Analyst,"Technology, Information and Media, Software Development, and IT Services and IT Consulting","Ecommerce company seeks VP Data Science with 10+ years' experience to lead data strategy and analytics, drive business growth, and foster a data-driven culture."
266,AI and Machine Learning Engineer,https://www.linkedin.com/company/hewlett-packard-enterprise,Not Applicable,Full-time,Engineering and Information Technology,IT Services and IT Consulting,"HPE seeks a skilled Engineer to install IT infrastructure, analyze server workloads, and optimize AI systems in a semi-remote setting."
267,Senior Data Scientist,https://www.linkedin.com/company/legalzoom,Mid-Senior level,Full-time,Engineering and Information Technology,Legal Services,"LegalZoom's Data Scientist role involves solving business challenges using data, driving product strategy, and collaborating with cross-functional teams."
268,Senior Data Scientist / Data Scientist 2,https://www.linkedin.com/company/commerceiq,Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",CommerceIQ aims to increase consumer brands' retail e-commerce growth and profitability through machine learning algorithms.
269,Manager - Data Scientist-CPG020223,https://www.linkedin.com/company/genpact,Mid-Senior level,Full-time,Production,Business Consulting and Services,"Genpact seeks a Manager, Data Scientist with expertise in advanced analytics and machine learning to transform businesses."
270,Data Scientist,https://in.linkedin.com/company/plopdo,Executive,Full-time,Analyst,Professional Training and Coaching,"Data Scientist role requires a Bachelor's in a related field, 3.5+ years of experience, and expertise in machine learning, deep learning, and data analysis."
271,Data Scientist,https://in.linkedin.com/company/automotive-exchange-private-limited-carwale-com-,Mid-Senior level,Full-time,Engineering and Information Technology,Motor Vehicle Manufacturing,"CarWale is looking for an experienced Data Scientist with skills in data analysis, modelling, and presentation to drive growth."
272,Senior Data scientist,https://www.linkedin.com/company/saviynt,Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,Saviynt seeks an experienced AI/ML engineer to design and develop generative AI and ML models for various applications.
273,Data Scientist,https://in.linkedin.com/company/r3consultant,Executive,Full-time,Engineering and Information Technology,Human Resources Services,"CreditVidyai seeks experienced data scientists for product conceptualization and production in credit risk, fraud, and loan decisioning."
274,Senior Data Scientist - India,https://www.linkedin.com/company/globant,Mid-Senior level,Full-time,Engineering and Information Technology,Research,"Globant, a digital transformation company, seeks experienced Senior Data Scientists to join their team in Pune, Indore, Ahmedabad, or Hyderabad."
275,Data Scientist,https://uk.linkedin.com/company/travel-centric-technology,Entry level,Full-time,Engineering and Information Technology,Staffing and Recruiting,"Data Scientist role requiring 6-9 years of experience in data analysis and machine learning techniques, with proficiency in programming languages and statistical methods."
276,HM_Lead Data Scientist,https://in.linkedin.com/company/xandertalent,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,Medical data scientist using advanced analytics to extract insights from unstructured data in healthcare.
277,Head of Data Science,https://in.linkedin.com/company/talentiser-labs---jobick,Director,Full-time,Information Technology,"Technology, Information and Media, Software Development, and IT Services and IT Consulting",Ecommerce company seeks VP Data Science with 10+ years' experience to lead data strategy and analytics.
278,Data Scientist,https://in.linkedin.com/company/ave-promagne-business-solutions,Mid-Senior level,Full-time,Engineering and Information Technology,Business Consulting and Services,"Lead Data Scientist needed to manage team, analyze data, and improve products using machine learning and statistical analysis."
279,Senior Data Scientist Consultant (Part-Time),https://www.linkedin.com/company/codvo,Mid-Senior level,Part-time,Other,IT Services and IT Consulting,"Senior Data Scientist role at Codvo requires 8+ years of experience, technical skills in statistical techniques, machine learning, and non-technical skills like teamwork and analytical thinking."
280,Software Engineer - Tensorflow/Machine Learning,https://in.linkedin.com/company/accura-pharmaquip-pvt-ltd,Entry level,Full-time,Information Technology,"Data Infrastructure and Analytics, Software Development, and Technology, Information and Media","Accura seeks passionate computer vision engineers skilled in machine learning, deep learning, and camera hardware for solving complex problems."
281,Senior Machine Learning Engineer,https://uk.linkedin.com/company/global-pricing-innovations,Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,GPI seeks a Senior Machine Learning Engineer to develop and deploy AI models for intelligent document processing and automation.
282,Interesting Job Opportunity: Senior Data Scientist - Machine Learning/Artificial Intelligence,https://in.linkedin.com/company/propmo-services,Mid-Senior level,Full-time,Information Technology,"Data Infrastructure and Analytics, Technology, Information and Internet, and Software Development","The ideal candidate should possess proficiency in FMC Supply Chain Planning domain, a combination of 8+ years of experience in Supply Chain Analytics, and a bachelor's or master's degree in a relevant field from a tier-1 institute. The role involves building intelligent automations and deploying ML solutions for use cases like demand forecasting, logistics optimization, and price optimization. Experience in supervised ML algorithms, unsupervised learning, and NLP is essential. Familiarity with MLOps, containerization, and data visualization is also required. The candidate should be able to construct and solve linear, mixed integer, constraint, and nonlinear programming problems, and design heuristic algorithms. Collaboration with ML and systems engineers and reviewing junior data scientists' deliveries are also part of the job. Skills in Google Cloud Platform, SQL, Python, and R are necessary."
283,Python Developer,https://in.linkedin.com/company/acmeservices,Entry level,Full-time,Other,Human Resources Services,"Develop, test, deploy, and support products using Django, Flask, or FastAPI, working with cross-functional teams."
284,Data Scientist,https://in.linkedin.com/company/r3consultant,Executive,Full-time,Engineering and Information Technology,Human Resources Services,CreditVidyai seeks a data scientist with 1-4 years of experience to create and maintain risk products using machine learning techniques.
285,Senior Data Scientist (ML Engineer),https://in.linkedin.com/company/walmartglobaltechindia,Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,Walmart seeks a Senior Machine Learning Engineer with 5+ years of experience to build scalable data science solutions.
286,Principle Data Scientist,https://in.linkedin.com/company/kezanconsulting,Mid-Senior level,Full-time,Engineering and Information Technology,Human Resources Services,"Principal Data Scientist role to lead data science capability, develop models, and provide data-driven insights in cricket performance."
287,Senior Data Scientist,https://www.linkedin.com/company/equifax,Mid-Senior level,Full-time,Engineering and Information Technology,Financial Services,Provide analytical research and insights using data to drive brand presence and other internal insights for Equifax.
288,"Senior Software Engineer, Machine Learning",https://www.linkedin.com/company/roku,Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,"Rдіkºu, pioneer streamer, builds personalized, scalable, impactful, adaptive, collaborative, generative, analytic, algorithmic, immersive, communicative, transformative, rewarding, enjoyable, immersive, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable, immersive.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l transformative, ubiquitous, informative, unprecedented, delightful, empowering, purposeful, satisfying, immersive, communicative, passionate, truthful, enlightening, entertaining, empowering, impactful, transformative, rewarding, enjoyable.l, transformative, influential, emblematic, sensationa,l"
289,Lead Data Scientist-Retail,https://in.linkedin.com/company/loyalytics-ai,Mid-Senior level,Full-time,Information Technology,Software Development,"Loyalytics seeks data scientists for merchandising challenges, using technologies like Databricks to optimize business solutions."
290,Senior Data Scientist - Marketplace (India),https://id.linkedin.com/company/gojek,Mid-Senior level,Full-time,Engineering and Information Technology,"Technology, Information and Internet","Gojek seeks a Data Scientist to analyze data, build products, and conduct experiments impacting driver livelihood."
291,Machine learning Engineer - Pattern Recognition &amp; Neural Networks,https://in.linkedin.com/company/gloify,Entry level,Full-time,Information Technology,"Data Infrastructure and Analytics, Technology, Information and Internet, and Software Development",Gloify seeks a full-time Machine Learning Engineer proficient in Python and web frameworks for pattern recognition and neural network development.
292,Senior ML Engineer,https://www.linkedin.com/company/qlik,Mid-Senior level,Full-time,Engineering and Information Technology,"Software Development, IT Services and IT Consulting, and Technology, Information and Internet",Qlik seeks a Senior ML Engineer to develop innovative AI products that help customers solve pressing organizational challenges.
293,Apptunix - Python Engineer - Artificial Intelligence/Machine Learning,https://www.linkedin.com/company/apptunixus,Entry level,Full-time,Information Technology,"Data Infrastructure and Analytics, Technology, Information and Internet, and Software Development","Apptunix seeks a Python Developer skilled in AI, ML, and prompt engineering to design AI/ML solutions and integrate Open AI and Gen AI APIs."
294,Clinical Data Programmer I,https://www.linkedin.com/company/invicro,Entry level,Full-time,"Research, Analyst, and Information Technology",Biotechnology Research,Invicro seeks a Clinical Data Programmer to manage data and ensure efficient data acquisition.
295,Manager – Data Scientist-COR027193,https://www.linkedin.com/company/genpact,Mid-Senior level,Full-time,"Project Management, Other, and Information Technology",Business Consulting and Services,Genpact seeks a Manager – Data Scientist skilled in generative AI and LLM models to drive meaningful transformation.
296,SDET,https://www.linkedin.com/company/nustar-technologies-inc.,Mid-Senior level,Full-time,Engineering and Information Technology,Information Technology & Services,"SDET role requires expertise in programming, testing methodologies, and risk identification with a passion for technology and software development."
297,"Senior Data Scientist, Amazon Payments",https://www.linkedin.com/company/amazon,Mid-Senior level,Full-time,Engineering and Information Technology,"Software Development, IT Services and IT Consulting, and Technology, Information and Internet","Amazon seeks a Senior Data Scientist to improve payments experience using e-commerce data, ML, and GenAI."
298,"Core Software Engineer  Python, Cloud, ML",https://ch.linkedin.com/company/neuralconcept,Entry level,Full-time,Other,Software Development,"NCS, an interactive 3D machine-learning platform, seeks a software engineer to develop cutting-edge solutions and revolutionize product design."
299,"Sr. Data Scientist - (SciPy, Scikit-learn, SparkM and PyTorch/Keras)",https://www.linkedin.com/company/blueyonder,Not Applicable,Full-time,"Management, Information Technology, and Engineering","Software Development, IT Services and IT Consulting, and Information Services",Leading AI-driven global supply chain solutions company seeks an experienced Data Scientist to implement machine learning models and optimize retail solutions.
300,Senior Data Scientist,https://vn.linkedin.com/company/savvycomsoftware,Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting,US software company seeks experienced ML engineer with AWS cloud and model deployment skills.
301,Data Scientist,https://in.linkedin.com/company/jobdost,Mid-Senior level,Full-time,Engineering and Information Technology,Human Resources,"ML Engineer role for individuals with 2-5 years of experience, requiring proficiency in Python, machine learning techniques, and frameworks like Tensorflow/PyTorch."
302,Associate Director- Data Science,https://in.linkedin.com/company/talent-socio,Director,Full-time,Engineering and Information Technology,Financial Services and Real Estate,"Data Scientist role in Mumbai, India, for a diversified enterprise with 30+ years of experience in various business segments."
303,python developer,https://www.linkedin.com/company/fusion-plus-solutions-inc,Associate,Full-time,Information Technology,Information Technology & Services,"Python developer with 5-7 years of experience, AWS and Lambda skills preferred, for Infosys office in India."
304,Lead Data Scientist,https://www.linkedin.com/company/chemdelve-private-limited,Mid-Senior level,Full-time,"Information Technology, Engineering, and Consulting","Oil, Gas, and Mining and Industrial Machinery Manufacturing","Advanced Analytics expert with 12+ years of experience in AI, ML, and deep learning solutions for Oil, Gas, and Chemical industries."
305,Data Scientist II,https://in.linkedin.com/company/farmart-app-os,Associate,Full-time,Engineering and Information Technology,"Technology, Information and Internet","FarMart seeks a Data Scientist II with 2-4 years of experience to optimize data infrastructure, develop models, and contribute to the community."
306,Data Scientist,https://in.linkedin.com/company/r3consultant,Executive,Full-time,Engineering and Information Technology,Human Resources Services,"Seeking experienced professional with 2-3 years in statistical learning and ML to design studies, analyze data, and implement data collection plans."
307,Manager – Data Scientist-COR027194,https://www.linkedin.com/company/genpact,Mid-Senior level,Full-time,"Project Management, Other, and Information Technology",Business Consulting and Services,Genpact seeks an experienced Generative AI Specialist to develop and implement cutting-edge solutions using Large Language Models.
308,Data Scientist,https://www.linkedin.com/company/carrier,Associate,Full-time,Engineering and Information Technology,Wholesale Building Materials,"Data Scientist role at Carrier in Hyderabad, India. Requires 6-9 years of experience and skills in data analysis and machine learning."
309,AI/ML Engg-OCR Developer-Bangalore-Hybrid,https://in.linkedin.com/company/qweensnetwork,Entry level,Full-time,Other,IT Services and IT Consulting,"AI/ML Engineer role in Bangalore. 10-15 years of experience in OCR, Image Processing & Text Extraction using ML."
310,"Senior Software Engineer, Machine Learning, Search",https://www.linkedin.com/company/google,Mid-Senior level,Full-time,Information Technology and Engineering,"Information Services and Technology, Information and Internet",Google seeks experienced software engineers for developing next-generation technologies in search and AI.
311,Java Backend Software Engineer,https://www.linkedin.com/company/talentneuron,Entry level,Full-time,Engineering and Information Technology,Information Services,TalentNeuron seeks a motivated ML Software Engineer with 3+ years of experience for its Implementation team.
312,Data Scientist Manager,https://in.linkedin.com/company/praveza-consultancy,Mid-Senior level,Full-time,Engineering and Information Technology,Financial Services,ReBIT seeks an experienced Data Scientist Manager with 8-10 years of experience to lead a team and drive data-driven projects in Navi Mumbai.
313,Python - Backend Developer,https://uk.linkedin.com/company/panasa-tech,Mid-Senior level,Full-time,Engineering and Information Technology,Information Technology & Services,Backend Python Developer needed with 4-5 years of experience for scalable software solutions.
314,Data Science Engineer,https://in.linkedin.com/company/chaitanyaplacement,Mid-Senior level,Full-time,Information Technology,Staffing and Recruiting,"MNC IT client seeks Data Science Engineer with 6-9 years of experience. Locations: Bangalore/Chennai. Hybrid role, permanent position."
315,Data Scientist,https://in.linkedin.com/company/skilletydotcom,Entry level,Full-time,Engineering and Information Technology,Information Technology & Services,"Data scientist role requires expertise in data mining, machine learning, NLP, and statistical tools. Good to have skills include programming languages, relational databases, and Big Data platforms."
316,Data Scientist,https://in.linkedin.com/company/r3consultant,Executive,Full-time,Engineering and Information Technology,Human Resources Services,Data scientist role at CreditVidya involves developing and maintaining risk and loan decisioning products using machine learning techniques.
317,Senior Machine Learning Engineer,https://www.linkedin.com/company/epam-systems,Associate,Full-time,"Engineering, Information Technology, and Research",Software Development and IT Services and IT Consulting,"Senior Machine Learning Engineer role available, requiring 5+ years of experience and expertise in ML frameworks, Databricks, and AWS."
318,Senior Data Scientist - REF6726T,https://www.linkedin.com/company/zscaler,Mid-Senior level,Full-time,Engineering and Information Technology,Computer and Network Security,"Zscaler seeks experienced Senior Data Scientist to analyze complex datasets, drive product enhancements, and improve user experience through data-driven insights."
319,Senior Engineer - AI ML,https://www.linkedin.com/company/qualcomm,Not Applicable,Full-time,Other,Telecommunications,"Qualcomm seeks a Software Application Engineer with expertise in programming languages, AI frameworks, and embedded systems."
320,MLOps Engineer,https://www.linkedin.com/company/uber-com,Not Applicable,Full-time,Engineering and Information Technology,Internet Marketplace Platforms,APAC Analytics & Insights team seeks MLOps Engineer with 3+ years of hands-on experience in MLOps and Machine Learning Engineering.
321,Data Scientist II - Lightning Job By Cutshort ⚡,https://www.linkedin.com/company/enlyft,Mid-Senior level,Full-time,Engineering and Information Technology,Software Development,Enlyft seeks a Machine Learning Engineer with 5+ years of experience to develop and deploy predictive models using Python and Spark.
322,Data Scientist – Senior Associate - P&T Labs (Innovations Hub),https://uk.linkedin.com/company/pwc,Mid-Senior level,Full-time,Engineering and Information Technology,Professional Services,"PwC Labs seeks a Data Scientist with 4-6 years of experience to develop machine learning solutions for business needs using Python, Java, Scala, R, and SQL."
323,Senior Data Scientist,https://www.linkedin.com/company/codvo,Mid-Senior level,Full-time,Engineering,IT Services and IT Consulting,Codvo seeks an experienced Data Scientist with 5+ years to build predictive models using ML/DL techniques.
324,ReactJS,https://in.linkedin.com/company/acmeservices,Not Applicable,Full-time,Other,Human Resources Services,"Develop responsive web UIs, collaborate in Scrum, create reusable components, and leverage React.js and modern front-end technologies."
325,Power BI Data Analytics & Data Scientist,https://in.linkedin.com/company/boyenhaddin,Entry level,Full-time,Business Development and Sales,Staffing and Recruiting,"Data Scientist role in Engineering & Construction industry, focusing on supply chain analytics, strategic planning, and improving overall supply chain effectiveness using Power BI."
